,DENSITY,POP,City,State,abrev
7311,513.82165802,349,South Mansfield,Louisiana,LA
8043,3162.2792974,11831,South Lyon,Michigan,MI
10075,494.7376032,27,South Lineville,Missouri,MO
13607,1504.7278784,4600,South Lebanon,Ohio,OH
1127,800.74324157,100,South Lead Hill,Arkansas,AR
1620,2170.1136506,22036,South Lake Tahoe,California,CA
17971,3337.9523045,74149,South Jordan,Utah,UT
4294,1355.8075174,3139,South Jacksonville,Illinois,IL
6545,880.49721144,2503,South Hutchinson,Kansas,KS
17579,5773.3560369,17583,South Houston,Texas,TX
4293,2970.5662625,21503,South Holland,Illinois,IL
18242,444.23396041,4365,South Hill,Virginia,VA
15433,1364.7798447,446,South Heights,Pennsylvania,PA
12785,436.00150498,417,South Heart,North Dakota,ND
8042,1269.4029651,4334,South Haven,Michigan,MI
6544,347.28439908,347,South Haven,Kansas,KS
8843,295.91228335,188,South Haven,Minnesota,MN
15432,2832.0350474,2002,South Greensburg,Pennsylvania,PA
10074,533.16523159,87,South Greenfield,Missouri,MO
10073,453.70123137,92,South Gorin,Missouri,MO
11842,2693.5693224,3659,South Glens Falls,New York,NY
10072,239.57060202,49,South Gifford,Missouri,MO
1619,13051.453145,94443,South Gate,California,CA
16494,660.13882102,2233,South Fulton,Tennessee,TN
2899,1147.3787891,97277,South Fulton,Georgia,GA
15431,1803.3545664,851,South Fork,Pennsylvania,PA
1920,141.79604603,351,South Fork,Colorado,CO
11841,18514.196962,1787,South Floral Park,New York,NY
13606,4617.2848118,21473,South Euclid,Ohio,OH
5859,687.16138978,206,South English,Iowa,IA
4291,3320.132358,23447,South Elgin,Illinois,IL
1618,7303.9788044,20767,South El Monte,California,CA
2400,3526.1735792,13054,South Daytona,Florida,FL
11840,584.6382019,588,South Dayton,New York,NY
11839,1769.1485002,1091,South Corning,New York,NY
15430,1129.3820958,1876,South Connellsville,Pennsylvania,PA
15841,749.14191658,2463,South Congaree,South Carolina,SC
14250,1223.9109311,744,South Coffeyville,Oklahoma,OK
15429,831.84351849,1444,South Coatesville,Pennsylvania,PA
18508,1418.3984436,563,South Cle Elum,Washington,WA
4290,2557.1080943,4042,South Chicago Heights,Illinois,IL
18757,1551.3620246,12240,South Charleston,West Virginia,WV
13605,1313.443832,1620,South Charleston,Ohio,OH
16493,537.61508876,1378,South Carthage,Tennessee,TN
6982,716.11987987,181,South Carrollton,Kentucky,KY
18045,1181.5201356,19486,South Burlington,Vermont,VT
11171,7091.9774689,4572,South Bound Brook,New Jersey,NJ
18241,586.32307845,7659,South Boston,Virginia,VA
11838,675.1333023,3153,South Blooming Grove,New York,NY
13604,501.64582659,1974,South Bloomfield,Ohio,OH
15428,2978.9554019,453,South Bethlehem,Pennsylvania,PA
2036,1006.6325622,519,South Bethany,Delaware,DE
10779,777.54741196,104,South Bend,Nebraska,NE
18507,1035.9209404,1674,South Bend,Washington,WA
4964,2452.4344523,101860,South Bend,Indiana,IN
4289,1267.0231092,7664,South Beloit,Illinois,IL
2399,1966.5819129,5185,South Bay,Florida,FL
4288,671.88949531,4993,South Barrington,Illinois,IL
13603,680.4619849,1682,South Amherst,Ohio,OH
11170,5801.3754271,8921,South Amboy,New Jersey,NJ
12784,531.69067997,52,Souris,North Dakota,ND
17578,810.64826909,1879,Sour Lake,Texas,TX
15427,6334.1286039,7103,Souderton,Pennsylvania,PA
9221,193.90311336,394,Soso,Mississippi,MS
7310,457.32701279,1667,Sorrento,Louisiana,LA
4287,595.52433734,475,Sorento,Illinois,IL
18756,1806.0324314,1261,Sophia,West Virginia,WV
2898,703.50516561,3097,Soperton,Georgia,GA
14249,931.98427551,252,Soper,Oklahoma,OK
2398,287.20309755,482,Sopchoppy,Florida,FL
1617,1539.8038396,4870,Sonora,California,CA
6981,382.76534859,519,Sonora,Kentucky,KY
17577,1245.0760088,2762,Sonora,Texas,TX
1616,4099.7397675,11248,Sonoma,California,CA
4286,752.96297169,1873,Somonauk,Illinois,IL
16492,235.94467594,3201,Somerville,Tennessee,TN
7572,19776.597958,81562,Somerville,Massachusetts,MA
391,251.42816393,769,Somerville,Alabama,AL
17576,498.48993748,1483,Somerville,Texas,TX
4963,814.98038765,290,Somerville,Indiana,IN
11169,5218.8181727,12202,Somerville,New Jersey,NJ
680,2223.3963141,16491,Somerton,Arizona,AZ
10899,1221.2641316,11970,Somersworth,New Hampshire,NH
19292,975.85815697,2825,Somerset,Wisconsin,WI
17575,952.65238369,1903,Somerset,Texas,TX
7511,4663.769579,1280,Somerset,Maryland,MD
15426,2162.7060413,5901,Somerset,Pennsylvania,PA
13602,1252.3476567,1459,Somerset,Ohio,OH
6980,993.8948325,11486,Somerset,Kentucky,KY
11168,2564.5386011,10285,Somers Point,New Jersey,NJ
19291,330.73800113,8359,Somers,Wisconsin,WI
5858,309.16121907,107,Somers,Iowa,IA
11167,3931.8720709,5473,Somerdale,New Jersey,NJ
8842,92.286341408,95,Solway,Minnesota,MN
11836,3789.4967808,6266,Solvay,New York,NY
1615,2422.8678453,5876,Solvang,California,CA
19290,377.4110325,591,Solon Springs,Wisconsin,WI
13601,1124.5583921,22911,Solon,Ohio,OH
5857,2022.7099403,2680,Solon,Iowa,IA
6543,1177.4998197,1015,Solomon,Kansas,KS
12783,257.33896368,86,Solen,North Dakota,ND
1614,5915.0524079,26013,Soledad,California,CA
590,674.22313909,4689,Soldotna,Alaska,AK
19289,151.22511882,539,Soldiers Grove,Wisconsin,WI
6542,908.48939183,134,Soldier,Kansas,KS
5856,562.63983116,165,Soldier,Iowa,IA
1613,3922.4709302,13379,Solana Beach,California,CA
11835,591.32021691,868,Sodus Point,New York,NY
11834,1825.8324736,1718,Sodus,New York,NY
16491,592.60587132,13717,Soddy-Daisy,Tennessee,TN
14553,1087.2757858,336,Sodaville,Oregon,OR
3167,684.83896249,3032,Soda Springs,Idaho,ID
17574,1573.4773459,34533,Socorro,Texas,TX
11313,581.65477908,8407,Socorro,New Mexico,NM
15840,244.47394607,536,Society Hill,South Carolina,SC
2897,313.36645377,4549,Social Circle,Georgia,GA
8841,49.755748833,199,Sobieski,Minnesota,MN
18506,1063.6778465,1606,Soap Lake,Washington,WA
15425,92.722675017,320,Snydertown,Pennsylvania,PA
17573,1241.3447797,11165,Snyder,Texas,TX
14248,1012.2523636,1284,Snyder,Oklahoma,OK
10778,608.01420796,291,Snyder,Nebraska,NE
17970,110.75710795,172,Snowville,Utah,UT
1919,101.51315487,2773,Snowmass Village,Colorado,CO
679,174.7557441,5858,Snowflake,Arizona,AZ
15423,1307.3707259,770,Snow Shoe,Pennsylvania,PA
9220,427.42372247,291,Snow Lake Shores,Mississippi,MS
7510,672.45538966,2038,Snow Hill,Maryland,MD
12377,989.19273511,1522,Snow Hill,North Carolina,NC
18505,1913.8593057,13752,Snoqualmie,Washington,WA
17572,268.6489071,541,Snook,Texas,TX
18504,2927.350079,10185,Snohomish,Washington,WA
2896,1909.2408267,19906,Snellville,Georgia,GA
15839,64.178063019,259,Snelling,South Carolina,SC
16490,581.66178892,1336,Sneedville,Tennessee,TN
2397,408.66190333,1798,Sneads,Florida,FL
390,152.53992099,842,Snead,Alabama,AL
11833,901.07481106,220,Smyrna,New York,NY
16489,1675.2832904,50775,Smyrna,Tennessee,TN
15838,77.918790139,55,Smyrna,South Carolina,SC
2895,3627.1969479,56706,Smyrna,Georgia,GA
2035,1933.8893258,11580,Smyrna,Delaware,DE
17571,598.6664625,477,Smyer,Texas,TX
6541,1897.2086939,210,Smolan,Kansas,KS
15837,73.00060919,119,Smoaks,South Carolina,SC
17570,1216.504054,4472,Smithville,Texas,TX
2894,239.81913499,601,Smithville,Georgia,GA
9219,607.22677817,901,Smithville,Mississippi,MS
10071,655.79486216,10249,Smithville,Missouri,MO
1126,108.08686635,72,Smithville,Arkansas,AR
16488,818.78409609,4793,Smithville,Tennessee,TN
13600,1020.5268252,1263,Smithville,Ohio,OH
4285,861.90483997,3826,Smithton,Illinois,IL
10070,1894.6510607,570,Smithton,Missouri,MO
15422,3699.0462128,378,Smithton,Pennsylvania,PA
7509,2845.0798956,2968,Smithsburg,Maryland,MD
389,784.71309244,5427,Smiths Station,Alabama,AL
6979,1017.2102891,793,Smiths Grove,Kentucky,KY
6978,570.79995333,289,Smithland,Kentucky,KY
5855,617.36008029,228,Smithland,Iowa,IA
13599,844.00017804,798,Smithfield,Ohio,OH
6977,807.36659544,110,Smithfield,Kentucky,KY
4284,479.9526369,223,Smithfield,Illinois,IL
18755,506.3923198,148,Smithfield,West Virginia,WV
15421,1175.2572677,834,Smithfield,Pennsylvania,PA
17969,2267.7205456,11811,Smithfield,Utah,UT
10777,313.02517302,53,Smithfield,Nebraska,NE
12376,1068.174668,12669,Smithfield,North Carolina,NC
18240,895.17659369,8441,Smithfield,Virginia,VA
18754,1478.8512343,743,Smithers,West Virginia,WV
4283,179.26006071,167,Smithboro,Illinois,IL
14247,2590.3428415,73,Smith Village,Oklahoma,OK
6540,1237.1922378,1581,Smith Center,Kansas,KS
17569,1086.1821905,566,Smiley,Texas,TX
15420,294.55112021,43,Smicksburg,Pennsylvania,PA
15419,949.55707486,1543,Smethport,Pennsylvania,PA
3166,2009.3611651,614,Smelterville,Idaho,ID
1125,390.48134159,1698,Smackover,Arkansas,AR
388,201.18904988,1909,Slocomb,Alabama,AL
11832,1254.8076037,3103,Sloatsburg,New York,NY
11831,4556.5537969,3554,Sloan,New York,NY
5854,1502.1084757,983,Sloan,Iowa,IA
15418,2145.9501369,3531,Slippery Rock,Pennsylvania,PA
19288,1042.7426224,5477,Slinger,Wisconsin,WI
15417,477.62637298,672,Sligo,Pennsylvania,PA
7309,1807.6127469,27711,Slidell,Louisiana,LA
14246,25.72233774,177,Slick,Oklahoma,OK
4282,1636.1134112,3277,Sleepy Hollow,Illinois,IL
11830,4572.8359712,10057,Sleepy Hollow,New York,NY
8840,1968.723526,3373,Sleepy Eye,Minnesota,MN
9218,946.33496319,492,Sledge,Mississippi,MS
8839,1022.4295009,1997,Slayton,Minnesota,MN
16487,134.39422017,206,Slayden,Tennessee,TN
14245,112.6481152,4328,Slaughterville,Oklahoma,OK
6976,900.52644079,207,Slaughters,Kentucky,KY
2034,171.0221862,232,Slaughter Beach,Delaware,DE
7308,169.96612857,932,Slaughter,Louisiana,LA
17568,1096.5173881,5904,Slaton,Texas,TX
15416,3260.9255047,4307,Slatington,Pennsylvania,PA
5853,811.06084616,1483,Slater,Iowa,IA
10069,1230.6534456,1779,Slater,Missouri,MO
9217,74.736303272,106,Slate Springs,Mississippi,MS
387,205.46266447,818,Skyline,Alabama,AL
8838,1526.8448791,296,Skyline,Minnesota,MN
18503,713.36518914,222,Skykomish,Washington,WA
2893,88.251267826,268,Sky Valley,Georgia,GA
4281,6287.7118459,63280,Skokie,Illinois,IL
10068,788.26525822,260,Skidmore,Missouri,MO
14244,608.83021451,7953,Skiatook,Oklahoma,OK
17567,855.26709091,454,Skellytown,Texas,TX
14243,375.13984525,50,Skedee,Oklahoma,OK
11829,1738.6700554,2463,Skaneateles,New York,NY
15836,329.76986713,672,Six Mile,South Carolina,SC
589,3.0128759126,8647,Sitka and,Alaska,AK
18753,2468.8760209,1297,Sistersville,West Virginia,WV
14552,1462.3494319,2747,Sisters,Oregon,OR
19287,358.18885241,924,Sister Bay,Wisconsin,WI
16137,1524.6310209,2426,Sisseton,South Dakota,SD
19286,645.01249199,773,Siren,Wisconsin,WI
386,861.55904454,414,Sipsey,Alabama,AL
5852,910.85698081,754,Sioux Rapids,Iowa,IA
16136,2346.5298893,181883,Sioux Falls,South Dakota,SD
5851,1409.7270676,82396,Sioux City,Iowa,IA
5850,1223.7624735,7614,Sioux Center,Iowa,IA
17566,1823.4718194,5401,Sinton,Texas,TX
15415,3317.5131538,4116,Sinking Spring,Pennsylvania,PA
13598,278.33885412,130,Sinking Spring,Ohio,OH
11828,344.90254884,556,Sinclairville,New York,NY
19480,163.27994328,397,Sinclair,Wyoming,WY
16135,339.92448654,125,Sinai,South Dakota,SD
7307,240.37604008,836,Simsboro,Louisiana,LA
12375,1625.9921923,284,Sims,North Carolina,NC
4280,209.11073542,247,Sims,Illinois,IL
6975,1237.7450801,2892,Simpsonville,Kentucky,KY
15835,2556.3374905,23037,Simpsonville,South Carolina,SC
12374,1283.4882528,478,Simpson,North Carolina,NC
7306,94.409640202,582,Simpson,Louisiana,LA
4279,114.23402205,60,Simpson,Illinois,IL
6539,315.23330889,81,Simpson,Kansas,KS
17565,373.99743856,879,Simonton,Texas,TX
7305,955.70871101,2088,Simmesport,Louisiana,LA
1918,1036.9961691,639,Simla,Colorado,CO
1612,3030.8635407,125851,Simi Valley,California,CA
4278,1761.8372844,7537,Silvis,Illinois,IL
13597,4272.9827798,4750,Silverton,Ohio,OH
17564,671.62190767,675,Silverton,Texas,TX
14551,3037.1442043,10643,Silverton,Oregon,OR
1917,818.99316584,694,Silverton,Colorado,CO
1916,1198.5840601,4821,Silverthorne,Colorado,CO
15834,50.18700652,168,Silverstreet,South Carolina,SC
385,793.99921222,997,Silverhill,Alabama,AL
15414,2070.5062147,856,Silverdale,Pennsylvania,PA
11827,774.95348401,738,Silver Springs,New York,NY
1915,680.67100998,176,Silver Plume,Colorado,CO
6538,2520.9445147,1410,Silver Lake,Kansas,KS
8837,2020.6972965,818,Silver Lake,Minnesota,MN
13596,1757.502126,2500,Silver Lake,Ohio,OH
4962,1720.999072,923,Silver Lake,Indiana,IN
6974,1031.1177035,1165,Silver Grove,Kentucky,KY
10776,1293.4897731,356,Silver Creek,Nebraska,NE
9216,134.62064389,201,Silver Creek,Mississippi,MS
11826,2140.192464,2483,Silver Creek,New York,NY
1914,42.485977538,657,Silver Cliff,Colorado,CO
11312,941.68922869,9529,Silver City,New Mexico,NM
5849,1112.5456998,242,Silver City,Iowa,IA
9215,468.67059908,283,Silver City,Mississippi,MS
8836,232.81139792,1776,Silver Bay,Minnesota,MN
1913,1880.6256009,3181,Silt,Colorado,CO
17563,865.77039537,6651,Silsbee,Texas,TX
1124,1493.3642505,16991,Siloam Springs,Arkansas,AR
2892,231.11966075,280,Siloam,Georgia,GA
14242,728.93482721,362,Silo,Oklahoma,OK
10067,1501.6374341,290,Silex,Missouri,MO
14550,2023.9712853,1278,Siletz,Oregon,OR
16486,151.25915226,101,Silerton,Tennessee,TN
12373,1369.2191093,8205,Siler City,North Carolina,NC
384,80.66565865,420,Silas,Alabama,AL
10066,921.99301845,16108,Sikeston,Missouri,MO
7304,70.396351332,110,Sikes,Louisiana,LA
17968,448.14479155,439,Sigurd,Utah,UT
5848,923.09945008,2015,Sigourney,Iowa,IA
16485,1025.2401709,8567,Signal Mountain,Tennessee,TN
1611,5274.6950061,11555,Signal Hill,California,CA
4277,1269.8687399,357,Sigel,Illinois,IL
678,291.82630046,44420,Sierra Vista,Arizona,AZ
1610,3697.5311906,10917,Sierra Madre,California,CA
9214,3836.708788,476,Sidon,Mississippi,MS
10775,851.89001104,6376,Sidney,Nebraska,NE
4961,633.64503822,79,Sidney,Indiana,IN
5847,754.96905479,1042,Sidney,Iowa,IA
10316,1898.7887624,6246,Sidney,Montana,MT
13595,1714.5481867,20516,Sidney,Ohio,OH
1123,89.494248377,183,Sidney,Arkansas,AR
11825,1515.6186141,3607,Sidney,New York,NY
4276,1934.967152,1207,Sidney,Illinois,IL
4275,620.4742666,575,Sidell,Illinois,IL
7303,807.8961648,464,Sicily Island,Louisiana,LA
10065,349.90303272,365,Sibley,Missouri,MO
12782,600.77041237,27,Sibley,North Dakota,ND
7302,296.44986173,1152,Sibley,Louisiana,LA
4274,538.9578584,259,Sibley,Illinois,IL
5846,1546.4814883,2602,Sibley,Iowa,IA
9213,400.46213931,452,Shuqualak,Mississippi,MS
588,33.161456516,267,Shungnak,Alaska,AK
4273,593.11139475,197,Shumway,Illinois,IL
19285,896.55518804,1194,Shullsburg,Wisconsin,WI
5845,358.27192067,667,Shueyville,Iowa,IA
9212,170.33156444,411,Shubuta,Mississippi,MS
10774,660.96717823,139,Shubert,Nebraska,NE
15413,2133.6866379,3857,Shrewsbury,Pennsylvania,PA
10064,4236.1285831,6114,Shrewsbury,Missouri,MO
11166,1890.7427367,4085,Shrewsbury,New Jersey,NJ
7301,1763.9318473,188987,Shreveport,Louisiana,LA
13594,1783.8274335,1516,Shreve,Ohio,OH
677,172.84138085,11321,Show Low,Arizona,AZ
19479,181.18295445,649,Shoshoni,Wyoming,WY
3165,1287.7155522,1511,Shoshone,Idaho,ID
11824,2273.9898821,1420,Shortsville,New York,NY
383,88.769158466,403,Shorter,Alabama,AL
19284,2498.4489511,2013,Shorewood Hills,Wisconsin,WI
19283,8318.8697491,13224,Shorewood,Wisconsin,WI
8835,1493.236825,7974,Shorewood,Minnesota,MN
4272,2202.3271214,17385,Shorewood,Illinois,IL
8834,2523.7474664,27210,Shoreview,Minnesota,MN
18502,4877.9521016,56752,Shoreline,Washington,WA
11823,1173.9125219,533,Shoreham,New York,NY
8039,1430.5298776,838,Shoreham,Michigan,MI
17562,1772.2230982,1611,Shoreacres,Texas,TX
7300,21.782146332,172,Shongaloo,Louisiana,LA
10773,145.40283509,20,Sholes,Nebraska,NE
15412,2576.4218193,1386,Shoemakersville,Pennsylvania,PA
4960,436.77252518,783,Shoals,Indiana,IN
10063,823.41418473,94,Shoal Creek Estates,Missouri,MO
10062,689.80672812,327,Shoal Creek Drive,Missouri,MO
6973,3452.3107284,15781,Shively,Kentucky,KY
587,277.64502595,617,Shishmaref,Alaska,AK
15411,876.43411003,140,Shirleysburg,Pennsylvania,PA
4959,2467.0737339,859,Shirley,Indiana,IN
1122,115.07145441,277,Shirley,Arkansas,AR
15410,5292.6330076,1621,Shiremanstown,Pennsylvania,PA
4958,526.83691929,703,Shipshewana,Indiana,IN
15409,57.712649374,192,Shippingport,Pennsylvania,PA
15408,1461.020377,448,Shippenville,Pennsylvania,PA
15407,2799.0317113,5578,Shippensburg,Pennsylvania,PA
4271,451.62632201,594,Shipman,Illinois,IL
11165,1605.623255,1146,Ship Bottom,New Jersey,NJ
19282,587.85614733,919,Shiocton,Wisconsin,WI
18752,1267.6635566,2119,Shinnston,West Virginia,WV
15406,507.11786842,1062,Shinglehouse,Pennsylvania,PA
17561,878.7111676,2169,Shiner,Texas,TX
2891,214.10951588,481,Shiloh,Georgia,GA
11164,408.92670715,492,Shiloh,New Jersey,NJ
382,162.32846314,278,Shiloh,Alabama,AL
13593,676.55897895,619,Shiloh,Ohio,OH
4270,1191.1298237,13109,Shiloh,Illinois,IL
15405,5337.133722,5333,Shillington,Pennsylvania,PA
14241,559.62348281,432,Shidler,Oklahoma,OK
15404,1816.6705238,821,Shickshinny,Pennsylvania,PA
10772,1056.3303774,323,Shickley,Nebraska,NE
12781,1281.2010697,192,Sheyenne,North Dakota,ND
8833,218.72925316,176,Shevlin,Minnesota,MN
13592,519.96563784,810,Sherwood,Ohio,OH
12780,737.80802745,233,Sherwood,North Dakota,ND
19281,879.88572941,3045,Sherwood,Wisconsin,WI
8038,300.93244013,302,Sherwood,Michigan,MI
1121,1500.7534083,31237,Sherwood,Arkansas,AR
14549,4563.6109362,19679,Sherwood,Oregon,OR
13591,899.95496534,284,Sherrodsville,Ohio,OH
1120,562.52197444,74,Sherrill,Arkansas,AR
11822,1297.4428748,2999,Sherrill,New York,NY
5844,1354.6877845,178,Sherrill,Iowa,IA
4269,644.58692716,598,Sherrard,Illinois,IL
4268,1468.0622047,4684,Sherman,Illinois,IL
17560,966.08927832,42462,Sherman,Texas,TX
16134,315.4940462,81,Sherman,South Dakota,SD
9211,401.99209848,700,Sherman,Mississippi,MS
11821,781.40602407,683,Sherman,New York,NY
1912,258.61088367,82,Sheridan Lake,Colorado,CO
1119,413.66498288,4918,Sheridan,Arkansas,AR
10315,743.11396992,750,Sheridan,Montana,MT
19478,1408.0442381,17849,Sheridan,Wyoming,WY
8037,592.25284461,652,Sheridan,Michigan,MI
1911,2777.8067635,6164,Sheridan,Colorado,CO
14548,3154.2042989,6206,Sheridan,Oregon,OR
4267,1268.1855896,2529,Sheridan,Illinois,IL
4957,1397.6378695,3015,Sheridan,Indiana,IN
10061,941.82504709,183,Sheridan,Missouri,MO
11820,861.56451923,1309,Sherburne,New York,NY
8832,1215.4999684,1093,Sherburn,Minnesota,MN
6972,853.32474445,12383,Shepherdsville,Kentucky,KY
18751,4954.3047548,1860,Shepherdstown,West Virginia,WV
8036,1557.7175314,1491,Shepherd,Michigan,MI
17559,391.08951252,2384,Shepherd,Texas,TX
15403,3169.8226242,4789,Shenandoah,Pennsylvania,PA
18239,1079.7606361,2339,Shenandoah,Virginia,VA
17558,1514.6158609,2957,Shenandoah,Texas,TX
5843,1305.148536,4890,Shenandoah,Iowa,IA
18501,1786.9556017,10364,Shelton,Washington,WA
1978,1341.6621291,41097,Shelton,Connecticut,CT
10771,1439.7442492,1055,Shelton,Nebraska,NE
15402,1172.701427,122,Shelocta,Pennsylvania,PA
8831,868.03474573,183,Shelly,Minnesota,MN
5842,1233.0557367,974,Shellsburg,Iowa,IA
2890,301.64790875,950,Shellman,Georgia,GA
3164,2465.8016669,4424,Shelley,Idaho,ID
5841,822.38921004,1284,Shell Rock,Iowa,IA
19280,225.96809727,1321,Shell Lake,Wisconsin,WI
4266,1300.6751251,976,Sheldon,Illinois,IL
5840,1096.5832485,5110,Sheldon,Iowa,IA
19279,324.67079156,215,Sheldon,Wisconsin,WI
10060,988.16133699,519,Sheldon,Missouri,MO
12779,291.30639249,119,Sheldon,North Dakota,ND
5839,381.69564181,319,Sheldahl,Iowa,IA
4265,1114.1984911,4542,Shelbyville,Illinois,IL
16484,1185.7473453,21864,Shelbyville,Tennessee,TN
4956,1697.8378847,19326,Shelbyville,Indiana,IN
6971,1917.1916756,16246,Shelbyville,Kentucky,KY
10059,675.29055452,524,Shelbyville,Missouri,MO
10770,1259.1716341,708,Shelby,Nebraska,NE
13590,1432.8949886,9030,Shelby,Ohio,OH
8035,1238.6899395,2034,Shelby,Michigan,MI
5838,329.1961349,616,Shelby,Iowa,IA
10314,534.27391138,3089,Shelby,Montana,MT
12372,898.10065199,20038,Shelby,North Carolina,NC
9210,732.3464801,2000,Shelby,Mississippi,MS
4955,1762.5501553,1209,Shelburn,Indiana,IN
10058,694.54963316,1622,Shelbina,Missouri,MO
13589,3617.8627939,8960,Sheffield Lake,Ohio,OH
4264,1226.4212973,872,Sheffield,Illinois,IL
5837,200.42654598,1113,Sheffield,Iowa,IA
13588,397.27655513,4268,Sheffield,Ohio,OH
381,1369.2071358,8894,Sheffield,Alabama,AL
19278,1470.452311,7932,Sheboygan Falls,Wisconsin,WI
19277,3079.325326,48180,Sheboygan,Wisconsin,WI
15401,687.57092544,135,Sheakleyville,Pennsylvania,PA
4263,1537.7177802,1129,Shawneetown,Illinois,IL
13587,1818.6547327,805,Shawnee Hills,Ohio,OH
14240,712.21446524,31434,Shawnee,Oklahoma,OK
6537,1568.6910239,65845,Shawnee,Kansas,KS
13586,285.67958202,642,Shawnee,Ohio,OH
19276,1347.0626834,8922,Shawano,Wisconsin,WI
9209,1540.9385793,1715,Shaw,Mississippi,MS
17557,1178.9392065,3926,Shavano Park,Texas,TX
14239,578.09807638,1288,Shattuck,Oklahoma,OK
1609,938.41359231,10248,Shasta Lake,California,CA
7508,1533.3914025,648,Sharptown,Maryland,MD
15400,2965.4713036,4125,Sharpsville,Pennsylvania,PA
